post_id,platform,post_type,date,post_day,time,caption,hashtags,num_likes,num_comments,num_shares,caption_length,num_hashtags,post_hour,sentiment_score
427,Facebook,carousel,28-12-2023,Thursday,10:15 AM,Disappointed but moving on.,"#Community, #Friends, #Family",837,62,65,27,3,10,negative
428,Facebook,image,25-09-2023,Monday,05:30 PM,Could be better.,#Community,1626,248,213,16,1,17,negative
429,Facebook,image,19-09-2023,Tuesday,03:15 PM,Here's a quick update.,"#Friends, #Events, #Community",426,168,940,22,3,15,neutral
430,Twitter,video,25-01-2023,Wednesday,11:15 AM,Amazing experience! 🌟,"#Politics, #Tech, #News",795,32,336,21,3,11,positive
431,Instagram,text,28-08-2023,Monday,05:30 AM,Not my best day. 😞,"#Fashion, #Fitness, #Foodie",3337,314,776,18,3,5,negative
432,Twitter,poll,22-12-2023,Friday,09:00 AM,Loving this new vibe! 😍,"#Politics, #Entertainment",2253,144,342,23,2,9,positive
433,Instagram,carousel,01-02-2023,Wednesday,06:45 PM,Disappointed but moving on.,#Tech,5000,180,59,27,1,18,negative
434,Facebook,carousel,12-09-2023,Tuesday,11:00 AM,Best day ever! 🎉,#Friends,1714,322,657,16,1,11,positive
435,Facebook,text,04-06-2023,Sunday,02:45 PM,Could be better.,#Friends,3732,27,699,16,1,14,negative
436,Twitter,video,06-06-2023,Tuesday,01:15 AM,"New post, check it out!",#Trending,2795,210,30,23,1,1,neutral
437,Twitter,image,03-05-2023,Wednesday,09:30 PM,Not my best day. 😞,#Memes,1597,163,244,18,1,21,negative
438,Facebook,video,13-04-2023,Thursday,08:30 PM,"New post, check it out!",#Marketing,5000,500,822,23,1,20,neutral
439,Instagram,video,20-11-2023,Monday,01:15 PM,Just another day.,"#InstaDaily, #Travel",1142,240,675,17,2,13,neutral
440,Twitter,video,21-07-2023,Friday,06:00 PM,Here's a quick update.,"#Entertainment, #Memes",3866,229,420,22,2,18,neutral
441,Facebook,video,24-01-2023,Tuesday,01:45 AM,Not my best day. 😞,"#Events, #Friends",4845,173,422,18,2,1,negative
442,Twitter,carousel,26-11-2023,Sunday,09:00 AM,Best day ever! 🎉,"#News, #Tech, #Politics",27,146,322,16,3,9,positive
443,Facebook,image,22-04-2023,Saturday,11:00 PM,Could be better.,#Events,4557,234,589,16,1,23,negative
444,Twitter,text,23-02-2023,Thursday,04:00 PM,What do you think?,#Tech,1448,87,228,18,1,16,neutral
445,Facebook,video,06-10-2023,Friday,01:15 AM,Could be better.,"#Social, #Community",1062,399,805,16,2,1,negative
446,Instagram,carousel,30-12-2023,Saturday,09:45 AM,Best day ever! 🎉,"#Beauty, #Travel",1585,87,413,16,2,9,positive
447,Twitter,image,01-06-2023,Thursday,06:00 AM,Best day ever! 🎉,#News,1619,203,400,16,1,6,positive
448,Twitter,text,30-12-2023,Saturday,06:15 PM,What do you think?,#News,2034,78,375,18,1,18,neutral
449,Facebook,image,13-09-2023,Wednesday,04:00 AM,Not my best day. 😞,"#Friends, #Social",263,231,365,18,2,4,negative
450,Instagram,poll,12-06-2023,Monday,10:00 AM,Exciting news! 🚀,"#Fashion, #InstaDaily, #Tech",103,152,181,16,3,10,positive
451,Facebook,video,12-02-2023,Sunday,12:45 AM,Just another day.,"#Community, #Family",5000,160,137,17,2,0,neutral
452,Instagram,image,14-05-2023,Sunday,11:00 AM,Amazing experience! 🌟,#Beauty,2492,344,679,21,1,11,positive
453,Twitter,video,10-11-2023,Friday,06:15 AM,Disappointed but moving on.,#Tech,3374,151,208,27,1,6,negative
454,Twitter,poll,06-12-2023,Wednesday,03:45 AM,Best day ever! 🎉,"#Memes, #Sports",955,58,51,16,2,3,positive
455,Twitter,video,13-05-2023,Saturday,10:45 AM,What do you think?,"#Sports, #Politics",2493,23,395,18,2,10,neutral
456,Twitter,text,14-05-2023,Sunday,12:30 PM,Exciting news! 🚀,"#News, #Trending",1480,154,369,16,2,12,positive
457,Instagram,image,18-08-2023,Friday,07:15 AM,Loving this new vibe! 😍,"#Travel, #Foodie, #Tech",4629,424,293,23,3,7,positive
458,Twitter,poll,25-06-2023,Sunday,01:30 PM,Exciting news! 🚀,#Sports,450,131,74,16,1,13,positive
459,Facebook,carousel,08-07-2023,Saturday,04:15 AM,Here's a quick update.,#Family,1644,63,475,22,1,4,neutral
460,Twitter,poll,06-05-2023,Saturday,01:30 PM,Just another day.,"#Sports, #Entertainment",784,160,59,17,2,13,neutral
461,Twitter,video,19-02-2023,Sunday,08:45 PM,Here's a quick update.,"#Memes, #News",4258,124,66,22,2,20,neutral
462,Facebook,video,15-11-2023,Wednesday,12:45 AM,Just another day.,#Friends,4720,238,0,17,1,0,neutral
463,Twitter,carousel,20-01-2023,Friday,01:00 AM,"New post, check it out!",#News,2284,53,218,23,1,1,neutral
464,Facebook,carousel,22-04-2023,Saturday,06:00 PM,"New post, check it out!","#Events, #Marketing, #Social",3164,61,398,23,3,18,neutral
465,Instagram,carousel,05-10-2023,Thursday,02:30 PM,What do you think?,#Travel,4102,180,343,18,1,14,neutral
466,Instagram,poll,23-12-2023,Saturday,05:30 AM,What do you think?,#Fitness,3394,16,217,18,1,5,neutral
467,Facebook,poll,15-09-2023,Friday,05:15 AM,Just another day.,#Marketing,1676,176,459,17,1,5,neutral
468,Facebook,carousel,17-10-2023,Tuesday,12:00 PM,Loving this new vibe! 😍,#Friends,1933,161,979,23,1,12,positive
469,Twitter,carousel,05-03-2023,Sunday,12:00 AM,Here's a quick update.,#Memes,2407,173,379,22,1,0,neutral
470,Twitter,carousel,04-11-2023,Saturday,07:45 PM,Amazing experience! 🌟,#Trending,3090,67,265,21,1,19,positive
471,Twitter,text,05-07-2023,Wednesday,10:00 AM,Amazing experience! 🌟,"#Memes, #Entertainment",767,28,155,21,2,10,positive
472,Facebook,poll,07-04-2023,Friday,02:45 PM,Here's a quick update.,#Social,4811,115,683,22,1,14,neutral
473,Twitter,text,27-06-2023,Tuesday,02:45 PM,Loving this new vibe! 😍,"#Trending, #Memes, #Sports",1675,54,89,23,3,14,positive
474,Twitter,text,25-08-2023,Friday,03:45 PM,Loving this new vibe! 😍,"#Trending, #Entertainment",871,92,355,23,2,15,positive
475,Instagram,text,01-03-2023,Wednesday,06:45 AM,Loving this new vibe! 😍,"#Fitness, #Beauty, #Tech",217,289,299,23,3,6,positive
476,Instagram,text,27-01-2023,Friday,01:00 AM,Could be better.,"#Fitness, #Tech",2615,376,70,16,2,1,negative
477,Twitter,poll,22-10-2023,Sunday,11:15 PM,Best day ever! 🎉,"#Tech, #News, #Entertainment",72,118,4,16,3,23,positive
478,Instagram,video,19-06-2023,Monday,04:00 PM,Exciting news! 🚀,#Fashion,2291,323,277,16,1,16,positive
479,Facebook,video,09-01-2023,Monday,12:45 PM,Not my best day. 😞,"#Community, #Friends",2700,367,101,18,2,12,negative
480,Instagram,poll,31-07-2023,Monday,11:30 PM,Loving this new vibe! 😍,#Travel,1121,369,662,23,1,23,positive
481,Instagram,poll,19-05-2023,Friday,07:30 PM,Exciting news! 🚀,"#Beauty, #Tech, #Travel",2565,175,952,16,3,19,positive
482,Twitter,poll,24-09-2023,Sunday,03:30 PM,Disappointed but moving on.,#Memes,3123,189,487,27,1,15,negative
483,Twitter,carousel,16-10-2023,Monday,03:45 PM,Not my best day. 😞,#Sports,1542,33,121,18,1,15,negative
484,Facebook,poll,11-11-2023,Saturday,12:15 AM,Not my best day. 😞,#Marketing,747,397,755,18,1,0,negative
485,Facebook,image,29-05-2023,Monday,08:15 AM,Amazing experience! 🌟,"#Family, #Marketing",4306,209,923,21,2,8,positive
486,Facebook,image,06-07-2023,Thursday,06:45 AM,Loving this new vibe! 😍,"#Friends, #Family",2057,328,870,23,2,6,positive
487,Facebook,image,08-08-2023,Tuesday,05:00 AM,Loving this new vibe! 😍,#Family,3742,383,541,23,1,5,positive
488,Twitter,carousel,18-01-2023,Wednesday,06:15 AM,Exciting news! 🚀,"#Memes, #Sports",1154,145,21,16,2,6,positive
489,Twitter,video,10-01-2023,Tuesday,11:00 AM,Exciting news! 🚀,"#Tech, #Memes",1615,161,315,16,2,11,positive
490,Facebook,poll,13-05-2023,Saturday,02:30 PM,Could be better.,"#Marketing, #Events",2295,447,817,16,2,14,negative
491,Facebook,image,02-10-2023,Monday,05:30 PM,Loving this new vibe! 😍,"#Events, #Community",3956,440,48,23,2,17,positive
492,Facebook,video,20-01-2023,Friday,10:45 AM,What do you think?,"#Social, #Events",1198,276,76,18,2,10,neutral
493,Facebook,video,13-08-2023,Sunday,09:30 PM,What do you think?,"#Marketing, #Events, #Social",3868,417,912,18,3,21,neutral
494,Facebook,image,10-02-2023,Friday,12:15 PM,Exciting news! 🚀,"#Marketing, #Social",4532,427,362,16,2,12,positive
495,Twitter,text,15-08-2023,Tuesday,05:00 AM,Loving this new vibe! 😍,#News,1386,162,83,23,1,5,positive
496,Instagram,text,29-08-2023,Tuesday,08:15 AM,"New post, check it out!","#Fitness, #Tech, #InstaDaily",46,178,652,23,3,8,neutral
497,Twitter,carousel,19-01-2023,Thursday,01:00 PM,Not my best day. 😞,"#Tech, #Sports",2304,211,341,18,2,13,negative
498,Instagram,image,12-07-2023,Wednesday,08:45 AM,Feeling down today.,"#Tech, #Travel, #Fitness",3439,173,195,19,3,8,negative
499,Twitter,video,07-11-2023,Tuesday,02:15 AM,Disappointed but moving on.,"#Politics, #News, #Trending",3165,188,212,27,3,2,negative
500,Twitter,carousel,26-12-2023,Tuesday,06:15 PM,What do you think?,"#Memes, #Tech, #Politics",2748,239,4,18,3,18,neutral
501,Instagram,text,26-01-2023,Thursday,03:30 AM,Could be better.,"#Photography, #InstaDaily",1261,304,256,16,2,3,negative
502,Facebook,poll,08-11-2023,Wednesday,05:15 PM,Just another day.,"#Community, #Friends",606,459,57,17,2,17,neutral
503,Facebook,poll,06-08-2023,Sunday,02:15 PM,Just another day.,#Social,1844,490,780,17,1,14,neutral
504,Facebook,image,14-09-2023,Thursday,04:15 PM,What do you think?,"#Community, #Social",3613,500,702,18,2,16,neutral
505,Instagram,video,22-01-2023,Sunday,02:45 AM,Best day ever! 🎉,#Foodie,3507,283,142,16,1,2,positive
506,Twitter,poll,05-09-2023,Tuesday,08:30 AM,Just another day.,"#News, #Politics, #Memes",2231,90,50,17,3,8,neutral
507,Instagram,text,08-06-2023,Thursday,04:45 AM,Feeling down today.,"#Fashion, #InstaDaily",2795,145,920,19,2,4,negative
508,Twitter,text,03-12-2023,Sunday,05:30 AM,Loving this new vibe! 😍,"#News, #Trending",1094,143,387,23,2,5,positive
509,Instagram,carousel,28-03-2023,Tuesday,08:00 AM,Just another day.,#Fitness,3207,267,118,17,1,8,neutral
510,Twitter,poll,13-12-2023,Wednesday,12:00 PM,Feeling down today.,#Tech,1125,102,331,19,1,12,negative
511,Twitter,image,18-08-2023,Friday,06:15 AM,Loving this new vibe! 😍,#Tech,1947,10,127,23,1,6,positive
512,Twitter,poll,28-03-2023,Tuesday,07:30 PM,"New post, check it out!","#Sports, #News, #Trending",2547,203,462,23,3,19,neutral
513,Twitter,carousel,19-06-2023,Monday,06:30 PM,Here's a quick update.,"#Sports, #Memes",482,186,74,22,2,18,neutral
514,Twitter,image,03-03-2023,Friday,05:00 AM,Just another day.,"#Trending, #News, #Sports",1521,148,372,17,3,5,neutral
515,Instagram,poll,11-08-2023,Friday,05:30 AM,Here's a quick update.,#Photography,3773,304,550,22,1,5,neutral
516,Twitter,carousel,03-06-2023,Saturday,01:30 AM,Feeling down today.,"#Trending, #Sports",3138,133,281,19,2,1,negative
517,Twitter,image,17-05-2023,Wednesday,08:15 PM,What do you think?,"#Trending, #News",1764,229,252,18,2,20,neutral
518,Instagram,poll,17-04-2023,Monday,12:15 PM,Could be better.,"#Photography, #Foodie, #InstaDaily",2218,76,964,16,3,12,negative
519,Instagram,carousel,18-06-2023,Sunday,02:30 AM,Not my best day. 😞,"#Beauty, #Fashion",4599,380,203,18,2,2,negative
520,Twitter,image,19-05-2023,Friday,09:15 PM,Here's a quick update.,#Memes,582,33,199,22,1,21,neutral
521,Instagram,poll,17-02-2023,Friday,09:30 PM,Here's a quick update.,"#Foodie, #InstaDaily",4261,271,483,22,2,21,neutral
522,Twitter,poll,29-11-2023,Wednesday,12:15 PM,"New post, check it out!","#Politics, #Memes, #Trending",2000,111,117,23,3,12,neutral
523,Instagram,image,01-12-2023,Friday,09:00 AM,Here's a quick update.,"#Fashion, #Tech",1553,306,608,22,2,9,neutral
524,Facebook,text,07-03-2023,Tuesday,06:00 PM,"New post, check it out!",#Family,1945,74,198,23,1,18,neutral
525,Instagram,video,15-06-2023,Thursday,12:00 AM,Loving this new vibe! 😍,"#Foodie, #Travel, #Beauty",621,49,502,23,3,0,positive
526,Instagram,text,18-01-2023,Wednesday,09:00 AM,Could be better.,#Beauty,573,217,242,16,1,9,negative
527,Instagram,video,23-03-2023,Thursday,08:15 AM,Best day ever! 🎉,"#Photography, #Travel, #Tech",2016,500,974,16,3,8,positive
528,Facebook,poll,19-08-2023,Saturday,08:15 PM,What do you think?,"#Community, #Friends, #Events",1116,393,358,18,3,20,neutral
529,Instagram,video,19-03-2023,Sunday,07:45 PM,Best day ever! 🎉,#Photography,4597,235,481,16,1,19,positive
530,Twitter,video,28-04-2023,Friday,09:15 PM,Best day ever! 🎉,"#Memes, #Sports",2044,255,102,16,2,21,positive
531,Instagram,text,14-03-2023,Tuesday,06:00 AM,Best day ever! 🎉,#Photography,163,170,23,16,1,6,positive
532,Instagram,poll,30-01-2023,Monday,05:30 PM,Here's a quick update.,#InstaDaily,4014,468,808,22,1,17,neutral
533,Instagram,video,29-08-2023,Tuesday,05:15 AM,Just another day.,"#Foodie, #Travel, #Tech",4754,500,774,17,3,5,neutral
534,Instagram,text,29-06-2023,Thursday,09:45 AM,Here's a quick update.,#Beauty,1778,333,406,22,1,9,neutral
535,Facebook,image,27-09-2023,Wednesday,08:30 PM,Feeling down today.,"#Social, #Marketing",2182,341,423,19,2,20,negative
536,Instagram,video,10-07-2023,Monday,07:00 PM,Loving this new vibe! 😍,"#Fitness, #Travel",5000,64,426,23,2,19,positive
537,Twitter,text,03-05-2023,Wednesday,01:45 PM,Disappointed but moving on.,"#Politics, #Memes, #Sports",244,158,446,27,3,13,negative
538,Instagram,poll,17-10-2023,Tuesday,07:15 AM,What do you think?,#Foodie,3355,483,263,18,1,7,neutral
539,Instagram,poll,22-11-2023,Wednesday,06:15 AM,Disappointed but moving on.,#Fitness,1789,500,349,27,1,6,negative
540,Twitter,carousel,20-12-2023,Wednesday,04:15 PM,Feeling down today.,#Memes,1753,18,56,19,1,16,negative
541,Twitter,text,06-02-2023,Monday,04:15 AM,Feeling down today.,"#Politics, #Memes",398,172,376,19,2,4,negative
542,Instagram,carousel,19-08-2023,Saturday,03:00 PM,Not my best day. 😞,"#InstaDaily, #Fitness, #Travel",626,319,102,18,3,15,negative
543,Facebook,carousel,15-11-2023,Wednesday,04:15 AM,Loving this new vibe! 😍,"#Community, #Marketing",2171,131,516,23,2,4,positive
544,Instagram,image,24-04-2023,Monday,05:00 PM,Could be better.,"#Travel, #InstaDaily",1292,233,318,16,2,17,negative
545,Instagram,image,20-04-2023,Thursday,11:45 PM,Best day ever! 🎉,"#Beauty, #InstaDaily, #Fitness",568,169,250,16,3,23,positive
546,Instagram,carousel,05-04-2023,Wednesday,05:00 PM,Best day ever! 🎉,#Tech,2646,116,536,16,1,17,positive
547,Facebook,poll,06-11-2023,Monday,02:15 PM,Loving this new vibe! 😍,#Marketing,476,77,626,23,1,14,positive
548,Facebook,poll,16-05-2023,Tuesday,12:00 PM,Here's a quick update.,"#Community, #Family",946,91,954,22,2,12,neutral
549,Facebook,image,12-06-2023,Monday,01:45 PM,Here's a quick update.,#Community,3436,243,528,22,1,13,neutral
550,Twitter,poll,13-04-2023,Thursday,03:00 AM,Here's a quick update.,#Entertainment,2407,160,114,22,1,3,neutral
551,Twitter,image,17-02-2023,Friday,01:45 PM,Could be better.,"#Entertainment, #Tech, #Politics",1842,87,19,16,3,13,negative
552,Twitter,video,19-01-2023,Thursday,11:30 AM,"New post, check it out!",#Tech,3862,118,340,23,1,11,neutral
553,Twitter,text,15-05-2023,Monday,10:30 AM,Feeling down today.,"#Tech, #Sports, #Trending",1522,67,88,19,3,10,negative
554,Instagram,video,11-07-2023,Tuesday,08:45 AM,Just another day.,#Beauty,2427,103,987,17,1,8,neutral
555,Twitter,video,23-11-2023,Thursday,11:15 PM,What do you think?,"#News, #Memes, #Entertainment",2154,146,331,18,3,23,neutral
556,Instagram,poll,05-07-2023,Wednesday,06:45 AM,Not my best day. 😞,"#InstaDaily, #Beauty, #Tech",1753,78,698,18,3,6,negative
557,Instagram,poll,05-12-2023,Tuesday,08:15 AM,What do you think?,"#InstaDaily, #Photography, #Tech",2330,305,246,18,3,8,neutral
558,Facebook,text,28-05-2023,Sunday,03:00 AM,Loving this new vibe! 😍,#Friends,1404,232,292,23,1,3,positive
559,Facebook,image,11-03-2023,Saturday,01:00 AM,Here's a quick update.,"#Events, #Family, #Social",3792,391,908,22,3,1,neutral
560,Instagram,image,14-03-2023,Tuesday,09:45 AM,What do you think?,"#Beauty, #Fitness, #Photography",4209,444,719,18,3,9,neutral
561,Instagram,image,06-02-2023,Monday,04:45 AM,Not my best day. 😞,"#InstaDaily, #Fitness",3538,398,984,18,2,4,negative
562,Instagram,video,19-10-2023,Thursday,11:15 AM,Exciting news! 🚀,"#Fashion, #Travel, #Fitness",4683,68,650,16,3,11,positive
563,Twitter,text,14-02-2023,Tuesday,05:15 PM,Feeling down today.,"#Sports, #News, #Tech",1874,93,261,19,3,17,negative
564,Instagram,video,17-04-2023,Monday,10:45 AM,Here's a quick update.,"#Travel, #Beauty",709,272,729,22,2,10,neutral
565,Facebook,image,13-12-2023,Wednesday,05:30 AM,Could be better.,"#Family, #Community, #Social",2612,36,936,16,3,5,negative
566,Facebook,poll,06-12-2023,Wednesday,10:45 PM,Here's a quick update.,"#Marketing, #Community",4654,429,752,22,2,22,neutral
567,Facebook,image,25-02-2023,Saturday,03:45 PM,"New post, check it out!","#Community, #Family, #Friends",1852,500,939,23,3,15,neutral
568,Instagram,video,06-11-2023,Monday,06:30 PM,Loving this new vibe! 😍,"#Tech, #Photography",2659,255,554,23,2,18,positive
569,Facebook,poll,17-01-2023,Tuesday,08:15 AM,What do you think?,"#Community, #Social, #Family",4872,256,387,18,3,8,neutral
570,Facebook,image,09-06-2023,Friday,03:30 AM,Exciting news! 🚀,"#Social, #Marketing",2594,94,841,16,2,3,positive
571,Twitter,image,30-01-2023,Monday,05:00 AM,Amazing experience! 🌟,"#Tech, #Politics",2599,26,31,21,2,5,positive
572,Facebook,carousel,08-05-2023,Monday,02:45 AM,"New post, check it out!",#Friends,1629,71,3,23,1,2,neutral
573,Instagram,image,28-09-2023,Thursday,07:30 AM,Just another day.,"#Foodie, #Photography",2711,360,119,17,2,7,neutral
574,Facebook,video,15-05-2023,Monday,04:00 PM,What do you think?,#Marketing,3685,335,520,18,1,16,neutral
575,Facebook,text,03-11-2023,Friday,09:00 PM,Just another day.,"#Friends, #Events",3250,171,110,17,2,21,neutral
576,Instagram,poll,18-10-2023,Wednesday,06:00 PM,Disappointed but moving on.,"#Photography, #Travel",5000,216,839,27,2,18,negative
577,Twitter,video,05-05-2023,Friday,05:15 PM,Disappointed but moving on.,"#Memes, #Trending",306,246,70,27,2,17,negative
578,Twitter,poll,07-06-2023,Wednesday,11:45 PM,Just another day.,"#Memes, #Politics, #Sports",1953,173,372,17,3,23,neutral
579,Instagram,image,19-09-2023,Tuesday,11:30 AM,Loving this new vibe! 😍,"#Tech, #Fashion",4736,214,925,23,2,11,positive
580,Facebook,video,11-07-2023,Tuesday,04:45 PM,Not my best day. 😞,"#Family, #Community, #Events",421,500,650,18,3,16,negative
581,Twitter,text,24-05-2023,Wednesday,04:00 AM,Amazing experience! 🌟,#News,1685,122,140,21,1,4,positive
582,Instagram,image,21-04-2023,Friday,11:45 AM,What do you think?,"#Fashion, #Photography, #Beauty",4057,184,589,18,3,11,neutral
583,Instagram,image,26-06-2023,Monday,12:45 PM,What do you think?,"#InstaDaily, #Beauty, #Fitness",1951,49,613,18,3,12,neutral
584,Instagram,carousel,17-06-2023,Saturday,08:00 AM,What do you think?,"#Foodie, #Fashion",1274,364,89,18,2,8,neutral
585,Facebook,video,05-07-2023,Wednesday,11:30 AM,Amazing experience! 🌟,"#Community, #Social",4438,99,126,21,2,11,positive
586,Instagram,text,07-08-2023,Monday,06:30 PM,Disappointed but moving on.,#Fitness,98,54,375,27,1,18,negative
587,Facebook,video,22-02-2023,Wednesday,02:00 AM,"New post, check it out!","#Family, #Community",5000,84,267,23,2,2,neutral
588,Twitter,image,04-12-2023,Monday,09:15 PM,Feeling down today.,#Entertainment,1883,17,418,19,1,21,negative
589,Twitter,video,26-02-2023,Sunday,11:15 AM,Best day ever! 🎉,"#Sports, #Entertainment",2478,242,471,16,2,11,positive
590,Facebook,poll,29-04-2023,Saturday,10:00 AM,Could be better.,#Friends,2242,336,889,16,1,10,negative
591,Twitter,poll,22-01-2023,Sunday,04:00 AM,What do you think?,#Entertainment,234,172,326,18,1,4,neutral
592,Instagram,carousel,04-03-2023,Saturday,03:45 AM,Feeling down today.,#Fitness,5000,359,45,19,1,3,negative
593,Instagram,image,10-10-2023,Tuesday,09:45 AM,Here's a quick update.,"#Beauty, #Fitness",1681,391,943,22,2,9,neutral
594,Facebook,carousel,29-07-2023,Saturday,03:45 PM,Exciting news! 🚀,"#Events, #Friends, #Marketing",4168,500,999,16,3,15,positive
595,Twitter,text,16-07-2023,Sunday,09:15 PM,Not my best day. 😞,#Entertainment,1107,128,89,18,1,21,negative
596,Instagram,video,20-10-2023,Friday,01:00 PM,Best day ever! 🎉,"#Fashion, #Foodie, #Fitness",1797,183,297,16,3,13,positive
597,Instagram,text,28-08-2023,Monday,08:00 AM,Disappointed but moving on.,"#Tech, #Travel",1243,188,805,27,2,8,negative
598,Instagram,image,20-05-2023,Saturday,02:45 AM,Amazing experience! 🌟,"#Fashion, #Fitness",3948,386,546,21,2,2,positive
599,Facebook,text,06-05-2023,Saturday,02:00 AM,Feeling down today.,"#Friends, #Social, #Events",127,237,55,19,3,2,negative
600,Instagram,poll,11-02-2023,Saturday,01:00 AM,Exciting news! 🚀,"#Fashion, #Beauty",3370,117,343,16,2,1,positive
601,Twitter,poll,19-09-2023,Tuesday,11:15 AM,Loving this new vibe! 😍,"#Trending, #Tech, #Memes",737,37,313,23,3,11,positive
602,Instagram,poll,23-01-2023,Monday,12:30 PM,"New post, check it out!",#Foodie,5000,156,889,23,1,12,neutral
603,Twitter,carousel,16-05-2023,Tuesday,02:45 AM,Best day ever! 🎉,"#Entertainment, #Tech",2427,40,410,16,2,2,positive
604,Facebook,video,27-05-2023,Saturday,01:00 AM,Best day ever! 🎉,"#Events, #Community, #Social",1776,500,251,16,3,1,positive
605,Facebook,video,01-05-2023,Monday,06:30 AM,"New post, check it out!","#Friends, #Marketing",5000,474,945,23,2,6,neutral
606,Facebook,video,29-12-2023,Friday,12:15 PM,Disappointed but moving on.,"#Marketing, #Community",3324,500,95,27,2,12,negative
607,Instagram,video,27-04-2023,Thursday,11:00 PM,Loving this new vibe! 😍,"#Fitness, #Photography, #Beauty",3186,447,709,23,3,23,positive
608,Facebook,video,13-10-2023,Friday,02:45 PM,"New post, check it out!",#Community,3082,199,989,23,1,14,neutral
609,Facebook,poll,27-04-2023,Thursday,11:00 AM,Exciting news! 🚀,#Events,3619,136,942,16,1,11,positive
610,Twitter,text,23-05-2023,Tuesday,09:15 AM,Amazing experience! 🌟,#Entertainment,1660,106,114,21,1,9,positive
611,Instagram,poll,15-02-2023,Wednesday,02:30 AM,What do you think?,"#InstaDaily, #Fitness",1952,215,667,18,2,2,neutral
612,Facebook,video,25-01-2023,Wednesday,05:15 AM,Exciting news! 🚀,"#Family, #Community",5000,220,118,16,2,5,positive
613,Twitter,image,26-04-2023,Wednesday,08:45 PM,"New post, check it out!",#Memes,3148,94,269,23,1,20,neutral
614,Instagram,video,02-10-2023,Monday,10:45 PM,Loving this new vibe! 😍,"#Fashion, #Beauty, #Travel",2719,207,654,23,3,22,positive
615,Instagram,carousel,25-11-2023,Saturday,07:45 PM,Loving this new vibe! 😍,"#Travel, #Foodie",4974,193,932,23,2,19,positive
616,Facebook,carousel,05-12-2023,Tuesday,08:30 PM,Not my best day. 😞,#Social,2649,106,52,18,1,20,negative
617,Instagram,poll,28-05-2023,Sunday,06:45 AM,Not my best day. 😞,"#Fitness, #Foodie, #InstaDaily",2646,185,566,18,3,6,negative
618,Facebook,poll,25-12-2023,Monday,08:15 AM,Could be better.,#Social,4956,455,826,16,1,8,negative
619,Facebook,carousel,02-10-2023,Monday,06:30 AM,What do you think?,"#Social, #Family, #Friends",1641,480,197,18,3,6,neutral
620,Facebook,image,21-11-2023,Tuesday,10:15 PM,Just another day.,"#Friends, #Community",2277,35,995,17,2,22,neutral
621,Instagram,text,27-06-2023,Tuesday,12:30 AM,Exciting news! 🚀,"#Tech, #Beauty",3367,196,623,16,2,0,positive
622,Instagram,video,12-12-2023,Tuesday,11:15 AM,Here's a quick update.,"#Photography, #InstaDaily, #Tech",1396,110,137,22,3,11,neutral
623,Twitter,image,01-08-2023,Tuesday,05:45 AM,"New post, check it out!","#News, #Entertainment, #Tech",1199,154,446,23,3,5,neutral
624,Facebook,image,06-07-2023,Thursday,08:15 PM,"New post, check it out!","#Family, #Community",1568,485,223,23,2,20,neutral
625,Instagram,carousel,21-10-2023,Saturday,09:30 AM,Feeling down today.,"#Foodie, #InstaDaily",3918,97,577,19,2,9,negative
626,Twitter,poll,14-05-2023,Sunday,06:45 AM,Just another day.,#News,2085,50,432,17,1,6,neutral
627,Facebook,poll,02-05-2023,Tuesday,04:45 AM,What do you think?,"#Community, #Social, #Friends",3044,70,411,18,3,4,neutral
628,Twitter,text,21-06-2023,Wednesday,04:15 AM,Amazing experience! 🌟,#Politics,1478,136,296,21,1,4,positive
629,Twitter,carousel,30-10-2023,Monday,02:30 AM,Best day ever! 🎉,"#Trending, #Tech, #Entertainment",2689,32,397,16,3,2,positive
630,Instagram,poll,14-12-2023,Thursday,12:15 AM,Exciting news! 🚀,#Travel,474,229,174,16,1,0,positive
631,Twitter,text,28-07-2023,Friday,01:45 PM,Not my best day. 😞,"#Sports, #Trending",1509,91,74,18,2,13,negative
632,Instagram,text,14-11-2023,Tuesday,01:30 PM,Could be better.,#Travel,3449,394,660,16,1,13,negative
633,Facebook,image,14-12-2023,Thursday,08:30 AM,What do you think?,#Social,821,125,133,18,1,8,neutral
634,Twitter,image,30-12-2023,Saturday,01:15 AM,Amazing experience! 🌟,#News,1411,113,337,21,1,1,positive
635,Instagram,poll,01-12-2023,Friday,04:45 AM,"New post, check it out!","#Beauty, #Fitness, #InstaDaily",3483,208,979,23,3,4,neutral
636,Facebook,text,15-10-2023,Sunday,11:15 PM,Here's a quick update.,"#Events, #Friends, #Social",483,389,353,22,3,23,neutral
637,Instagram,carousel,27-03-2023,Monday,07:45 PM,Disappointed but moving on.,"#Fitness, #Beauty, #Tech",1312,158,873,27,3,19,negative
638,Twitter,image,12-11-2023,Sunday,10:30 PM,What do you think?,"#Tech, #Trending, #News",3166,129,124,18,3,22,neutral
639,Instagram,image,09-12-2023,Saturday,03:15 PM,"New post, check it out!",#Foodie,4260,480,60,23,1,15,neutral
640,Instagram,text,19-02-2023,Sunday,09:45 AM,Could be better.,"#Tech, #Photography",94,238,550,16,2,9,negative
641,Facebook,text,30-03-2023,Thursday,09:30 PM,"New post, check it out!",#Friends,2204,145,177,23,1,21,neutral
